,formula,target
3691,Al4.76 Fe0.11 K0.81 Mg1.99 Na0.04 O30 Si10.14,3
3692,Bi0.54 Ni0.27 O3 Pb0.46 Ti0.73,1
3693,Cr1 La2 Ni1 O7.36 Sr2,3
3694,Cd1 Eu1 F1 O6 Ti2,1
3695,Mn2 Si0.2 Zr0.8,1
3696,K7.3 Mo5.69 O22.76 Y1.5,3
3697,Ag0.016 Bi0.016 K0.456 Na0.492 Nb0.896 O3 Sb0.064 Zr0.04,3
3698,Fe3 N1.2,2
3699,Eu0.02 N0.24 O2.64 Si1 Sr0.98,3
3700,Ca1.7 Ce0.3 Fe1 Mo1 O6,1
3701,Lu2 Pb1 S4,2
3702,K3 Sb1 Te3,0
3703,Co1 Ni1 U1,1
3704,Mn4 Tb1 Y1,1
3705,La0.7 Mn0.7 O3 Sr0.3 Ti0.3,1
3706,O3 Y2,2
3707,Cu1 In1 Pr1,0
3708,Co1 Li0.94 O2,2
3709,Co2.31 Mo3 Na1 O12,2
3710,C0.71 B48.1 Sc3,3
3711,B2 Cr0.5 Ti0.5,1
3712,As7 Cd8 Cl1,2
3713,Cu1 Pr3 S7 Sn1,0
3714,Co2.6 O15 P3 Sr2.4 V1,1
3715,O4 Pr1 Sb1,0
3716,Li2.234 O8 Ti3 Zn1.024,3
3717,B2 Os1 Y1,0
3718,Ce0.9 La0.1 O1.95,3
3719,Ga0.05 Pb0.95 Te1,1
3720,Mn1.56 Na1 Ni0.44 O4,1
3721,Ba1 Co1.5 Fe0.5 Gd1 O5.98,3
3722,Ge8 Pd8 Tm6,0
3723,Cu1 La1.308 O3.938 Sm0.692,3
3724,Si2.97 Ta5,2
3725,Ba7.81 Ga16.82 Ge29.15,3
3726,Li0.092 Mn1.8 O4 Ti0.2,3
3727,Gd2 Se5 Zr1,0
3728,Pr1 Zn2,0
3729,Mn0.5 S2 Zn1.5,1
3730,La1.5 Mg1 Ni9 Y0.5,1
3731,Cu0.15 O4 W1 Zn0.85,1
3732,Al10 Mn0.44 Ru1.56 Yb1,1
3733,Nd1 S3 Sc1,0
3734,Ba1.16 Ga1 La0.84 O3.96,1
3735,Ga2 Ni1 Tm1,0
3736,As3 Br1 O6 Pb2,0
3737,Al92 Ca46 O384 Si100 Te8,3
3738,S6.9 Se1.1,1
3739,Fe1 Ga1 O3,1
3740,Fe1 Ni1 Sn1,1
3741,Cr0.366 Fe0.854 Sb1,3
3742,Gd0.472 Mo1 Na0.51 O3.991 Yb0.017,3
3743,Br8 Fe7 O18 Sb10,0
3744,Au3.79 Cr5.37 Zn91.75,3
3745,Na2 O12 W3 Zr1,0
3746,C4 Dy4 Ni13,0
3747,I2 Zn1,0
3748,Cr0.96 Cu1 Ga0.03 O2 V0.01,1
3749,Ca3 Fe1.706 O12 Si3 Ti0.294,1
3750,I2 Tm1,0
3751,C6 Mn2 N6 Os1,0
3752,Bi1 O1,0
3753,Br1.23 Cl2.78 Nb1,1
3754,Al2 Pd0.6 Si0.4,1
3755,Fe0.99 Mg1.01 O6 Si2,3
3756,Cl2.65 Pb12.65 S28.35 Sb11.35,1
3757,Li1.58 Mo3 O12 Zn2.21,3
3758,Ge4 Ho1.92 Ti3,2
3759,Fe3 Mg3 O16 P4,1
3760,Cd0.75 Hg0.25,1
3761,Ga5 Pd1,0
3762,Al4 Mg2 O18 Si5,1
3763,Al0.666 S2 Zn1,3
3764,Ba1 O4 Y2,0
3765,Cs1 O6 S1 V1,0
3766,Fe1 La1 Na1 O6 W1,0
3767,Gd1 Pd2 Si1,0
3768,Fe0.5 In1.526 Mn0.974 Na1.1 O12 P3,3
3769,Al2.194 Mg0.708 O4,3
3770,Co0.35 La1.8 Ni0.65 O4 Sr0.2,1
3771,Na0.54 O3 W1,2
3772,Fe3 Si5 Sm2,0
3773,Cr0.064 O6.91 Sn1.936 Y2,3
3774,Cu2 Dy1 O8 Ru1 Sr2,2
3775,Ag6 Ge1 Hg0.82 S5.82,2
3776,C3 Ce2 Ni5,0
3777,Ca0.8 Na0.2 O4 Pd3,1
3778,Cl2 O6 Se2 Sr3,2
3779,Pd0.772 Zn1.228,1
3780,Hf0.9 Rh1.1,1
3781,Fe1.17 Mn0.83 P0.72 Si0.28,1
3782,Co1.76 Dy1 Fe0.24,1
3783,Ag0.87 Ge4 Na7.13 Se10,1
3784,Fe0.98 W0.02,1
3785,C1.1 B12.9 Sc0.964,3
3786,C0.51 N0.12 Ti1,3
3787,Ba0.41 Bi1 Na1 O6 Sr2.59,1
3788,Co6 Ho7 Sn23,0
3789,Ba2 Nd8 O26 Si6,1
3790,Ba2 Li1 O5.5 W1,3
3791,Al13 Ru4,0
3792,Ga0.0195 Zn0.9805,1
3793,Co1 Mn2 O6 Re1,1
3794,Ge4 Li4 Yb5,0
3795,Ba2 Ni1 O6 U1,0
3796,Fe2 Mg2 O5,1
3797,Li0.79 Ni1.21 O2,1
3798,B12 Hf1,0
3799,Ni1 O2 Rb0.1,2
3800,Fe1.6 Mg1.2 O4 Sn0.2,1
3801,Cu1 Ga1 S1 Se1,1
3802,Br3 In2,2
3803,Ce1 O9 P3,0
3804,C0.1 Cu1 Mn3 N0.9,1
3805,Cu1 Ge2 Nd1,0
3806,Fe1 Mo0.9 O6 Sr2 W0.1,1
3807,Co4 Nd0.032 Sb12,2
3808,Li1.03 Ni0.97 O2.04 W0.0106,3
3809,Bi3 Rb1 S5,0
3810,Ni0.8 Zn0.2,1
3811,Ni1 P1 Sm1,0
3812,Au1 Cs1 N12,0
3813,F23 Mn1 Sb3 Xe1,0
3814,Ce0.25 Ni1 O3.75 Sr1.75,3
3815,Fe0.64 Ge2.36 Sm5,1
3816,Cu2.8 Mo0.2 O7.24 Sr2 Y1,3
3817,Al177 Cr49 Ni1,3
3818,As4 Hf0.4 Li10.4,3
3819,F12 Na1 Rb2 Ti3,0
3820,B2 Co4 Ni9 Y3,1
3821,Al12.7 O48 Pb6.34 Si11.3,3
3822,Ba1 Cl4 Pd1,0
3823,Co1 Cs1 K2 O2,0
3824,Ba1 Fe1 O4 Tm1,0
3825,C0.67 Re0.66 W1.34,3
3826,Ba0.98 Bi0.02 Fe0.02 O3 Ti0.98,1
3827,Al8 Fe4 O19 Sr1,3
3828,Ba1 Fe0.8 O2.83 Ti0.2,3
3829,Fe3 Si5 Tm2,0
3830,Al8 Gd1 Mn4,0
3831,Ni1 Pr1 Sn1,0
3832,Al1 Pd2 Sr2,0
3833,O0.32 Rb1 Te3 V3,2
3834,Ga0.6 Mo1 Zn5.4,1
3835,As1 Co0.9 Fe0.1 Nd1 O1,1
3836,N2 O2 Si2 Sr1,2
3837,Ag5 La1,1
3838,Ba8 Fe1.332 O24 Sc4 U2.668,1
3839,Ce2 Ge4 Pt7,0
3840,Bi0.4 Cu2.28 O7.51 Sr2 Y0.57,3
3841,B1 Ir3 Sc1,0
3842,Ce1 Sb1 Sc1,2
3843,Gd2 O7 Te0.15 Ti1.85,3
3844,Co0.42 Er5 Ga2.58,1
3845,Cl2 N4 O12 S10,0
3846,B4 Mn3 Mo3,1
3847,Cs1 Ho1 P2 S7,0
3848,Fe0.3 Ni2.7 Sm1,1
3849,Co4.7 Ge9 Sr1,2
3850,Re0.83 Zr0.17,0
3851,Gd2.4 S4 Sm0.6,1
3852,Co0.293 K0.845 O12 P3 Rb0.743 Ti1.707,3
3853,Ir3 Si4,0
3854,Fe11.54 Mo0.46 Y1,1
3855,Am0.666 Mo1 O4,2
3856,Co1 Ga5 Tm1,0
3857,Ge0.3 Mg1 O3 Si0.7,1
3858,Ge4 Ho2 Nb3,0
3859,Fe2 Tb0.9 Y0.1,1
3860,B7 Dy3 Mn1,0
3861,C0.5 Ga1 Mn3 N0.5,1
3862,Al3 Ru1 Y10,0
3863,Ba1 Mn1 S4 Sn1,0
3864,As4 Cl2 Cu4 La5 O4,0
3865,Cr0.04 La0.7 Mn0.96 O3 Sr0.3,1
3866,B4 Cu1 Lu2 O10,0
3867,Cr2 Cu0.2 Mn0.8 S4,1
3868,Ce11 Ge3.73 In6.27,1
3869,Ba4 Co1 O12 Re2,0
3870,K7 O24 S6 Ta1,0
3871,Ca1.03 Ga3 La0.97 O7,1
3872,Er2 Fe14.5 Si2.5,1
3873,Ga0.33 Ge0.33 Si0.33 V3,1
3874,Cr1 F6 Nb0.25 Zr0.75,1
3875,Co4 In0.22 Sb11.64,2
3876,Ge0.733 Li0.133 Sb0.133 Te1,1
3877,Cl1 K1 O2,0
3878,F7 Sn1 Y1,0
3879,La1.4 Ni1 O8 Ru1 Sr2.6,1
3880,Ba1 La2 Mn1 S5,1
3881,Al0.27 Er0.067 F10 Y2.67 Yb0.33,3
3882,Ce1 O3 Rb2,1
3883,Al0.5 Ge5.5 La9.8 Mg0.2 O26.65,3
3884,Al1 K0.8 Na0.2 O8 Si3,1
3885,Ba2 Nd1 O6 Ru1,0
3886,Ag1 In1 S2,0
3887,N0.0125 Nb0.9875,1
3888,Bi5 Ca2.39 Gd6.61 O5,1
3889,Ga0.14 Ge0.86 Nb3,1
3890,Cr2 La2 O7 Sr1,1
3891,Al9 Gd2 Ni8,1
3892,As2 S4 Sr1,3
3893,Ag6 As4 O19 U2,2
3894,O1.9 Sc0.144 Yb0.054 Zr0.801,3
3895,Cd2 O7 Ta2,0
3896,Ca3 N2,0
3897,Ag4.021 S8 Zr3,2
3898,Bi4.79 Cu3.21 S9,2
3899,Ag2 S0.375 Se0.625,1
3900,Dy0.506 Ni0.936 O4 Sr1.434,3
3901,C14 I2 In1 O14 Re3,0
3902,Al7.49 K1.6 Na6 O32 Si8.51,3
3903,Al1 Na1 O2,0
3904,Cu8 K3 S4 Te2,0
3905,Cs4 F1 K3 O20 Si4 U3,0
3906,Bi1 Cs2 F6 Rb1,0
3907,Cd1 In2 O4,1
3908,Nb2 Pd0.712 Se5,2
3909,Au1 Ga1 Sc1,0
3910,Gd0.6 Mn2 Nd0.4 Si2,1
3911,La0.1 Mn1 Nd0.9 O3,1
3912,Cr1 I3,0
3913,Ba0.66 O4 Pb0.34 S1,1
3914,Fe0.05 Mn0.95 S1,1
3915,Bi1.2 O7 Sn2 Y0.8,1
3916,Al0.28 Mn1.72 Y1,1
3917,Ir4 Mg29,0
3918,Cu10.782 Hg1.218 Sb4 Se13,1
3919,B5 Ca1 Na3 O10,0
3920,Ni12 P5,0
3921,C1 B2 Sc1,0
3922,Re0.99 Ta0.01,1
3923,Ir0.13 Nb0.87 Se2,1
3924,F0.2175 Li0.6003 Mn0.2697 O0.783 Ti0.1218,1
3925,Fe2 Si2 Tb1,0
3926,Cu0.7 Nb1 Te2,2
3927,Ce10.68 Mn0.888 S16,3
3928,Co1 Gd2.5 Tb0.5,1
3929,Cl4 Na2 Zn1,0
3930,Ba12 Cl5 F19,0
3931,Cr2 O7 Sr1,0
3932,Cu2 Gd0.87 O8.016 Ru0.996 Sr2.13,3
3933, Al1.998 Be2.474 Cs0.154 Li0.499 Na0.228 O18 Rb0.002 Si6.043,3
3934,C20 O19 Rh8,0
3935,Na1 Nd1 S2,1
3936,Cd1 Cl1 O15 Tl4 V5,0
3937,Al2 Ni6 Tb3,0
3938,In1 O8 Rb1 S2,0
3939,Mn0.8 Na0.667 O2 Ti0.1 Zn0.1,3
3940,Al0.2 Er1 Mn1.8,1
3941,Ni0.944 Ru0.056,1
3942,Cs2 Mn1 Se2,0
3943,Re3 S6 Tl2,0
3944,Fe0.56 Mg1.44 O4 Si1,1
3945,La2.89 Li5.34 O12 Ta0.94 Zr1.06,3
3946,B2 Fe1 Rh5 Ti2,0
3947,Li1 Mo5.5 Ru0.5 Se8,1
3948,Ti3.2 Tl0.8,1
3949,Al2 Se3,0
3950,K1 O4 P1 Pb1,1
3951,Ag1 As1 Ca1,0
3952,Sn2.48 Te6 Tl7.52,1
3953,Cu0.932 Sn0.068,1
3954,Al22.33 Mg0.66 O36 Sr1.91,3
3955,La1.46 O7 Sr1.54 V2,1
3956,Ge3 La7,0
3957,I3 Pr3 Pt1,0
3958,La0.91 Mn0.99 O3,2
3959,Ce0.8 O2.1 U0.2,3
3960,Al2 Dy0.5 Er0.5,1
3961,O1.7 Y0.214 Zr0.786,3
3962,Co0.6 Fe0.4 La0.6 O3 Sr0.4,1
3963,Ga3 Ho2 Ni1,1
3964,Ir2.915 Te8,2
3965,B2 Br2 Eu3 Li2 O6,0
3966,Ni1.63 Sm4.747 Sn1.252,3
3967,Ce16 Ni3.2 Si12.8,1
3968,Cu1 Gd1 Pb1 Se3,0
3969,Nd2 O6.832 Sn1.656 Zr0.404,3
3970,I6 Rb2 Sn1,0
3971,Ba1 Co1.29 Fe9.42 O19 Sn1.29,3
3972,Cl6 Cs2 Te1,0
3973,F2 O9 Pb2 Ti4,1
3974,Ca1 Mn0.88 Mo0.12 O3,3
3975,Ba3 Mo1 Nb0.8 O8.5 V0.2,3
3976,Bi2.4 Pb0.6 Pd9,1
3977,C1.5 Cl3.5 Cu1 O16.5 Pb8 Te2,3
3978,Al2 Cs2 O10 Si3,0
3979,Fe1 La3 O6 S3 W1,0
3980,O3 Ta0.6 Th0.15 W0.4,3
3981,Mo0.375 Nb1.625 O5.62 Rb0.9,3
3982,Cu1 Ga0.3 In0.7 Tb1,1
3983,Cu0.67 Er1 Ge1.33,1
3984,Ge0.3 Mg2 Sn0.7,1
3985,Fe0.5 La1 Mn1.5 O6.91 Sr2,3
3986,C8 B4 I19 Y16,0
3987,As1 Lu1,0
3988,Mn0.9 P1 W0.1,1
3989,Ge5 Li4 O12,0
3990,Ce3 Cs2 F12 O1,0
3991,In5.198 K0.802 S6,1
3992,C36 Cl23 La36,0
3993,Ge3 La1 Ru1,0
3994,Fe1 Ga1 Na3 S4,1
3995,As2 Cu4 Eu1,0
3996,As1 Dy1 S1,0
3997,Au2 O7 Se2,0
3998,Br1 Tl1,0
3999,Gd2 S5 Zr1,0
4000,Al1 N1 Ti2,0
4001,  Ca0.001 Fe0.001 Hf0.012 Ni0.001 O4 S0.001 Si1.006 Th0.001 U0.001 Y0.001 Zr0.978,1
4002,Ag1 Cd0.2 Mg0.8,1
4003,Cd0.71 Pt0.207,3
4004,Cl1 Fe2 O4 P1,0
4005,Na4 Sn1 Te4,0
4006,Cd9 K14 Tl21,0
4007,Al7.85 Ho1 Mn4.12,1
4008,O7 Rb1 Se1 V2,0
4009,Lu1 Pd0.47 Si1.51,1
4010,Co1 O6 Pr1 Ru1 Sr1,1
4011,Lu3 Na15 O36 Si12,0
4012,Al6 Cu6 Tb1,1
4013,N2 Sr1 Ti1,0
4014,Ba1 Hg8.17 In2.83,1
4015,Er5 Ni1 Pb3,0
4016,Cr0.5 Fe0.5 Lu1 O3,1
4017,Ca1 F1 Na2 O4 V1,0
4018,Fe2 O7 Sr1.09 Tb1.91,1
4019,Bi1 O4 V1,0
4020,Pd5 Se1 Tl1,0
4021,Cr1 Li13 O24 Se8,0
4022,Bi1 I1 In2 Se4,0
4023,Al2 Pr1 Zn2,0
4024,Bi0.47 Ca0.06 Na0.47 O3 Ti1,1
4025,B15 K7.5 O30 Y2.5,1
4026,Ba8 Fe2.664 O24 Sc2.668 U2.668,1
4027,Fe0.08 Mg0.15 Mn0.77 Na0.69 O2,3
4028,Cs2 I4 Zn1,0
4029,Ba2 Ca0.11 Cu2.92 O6.41 Y0.81 Zn0.04,3
4030,Ni2 Si2 Zr1,0
4031,Mn0.27 Zn0.73,1
4032,P1 S4 Sr1 Tl1,0
4033,Ba1 Er0.667 Mo0.333 O3,1
4034,B7 Br1 Cr3 O13,0
4035,Cd1 Nb2 O6,0
4036,B1 Fe1 O4 Pb1,0
4037,Fe0.711 Sn2.31 Zr5,1
4038,Np2.667 Se4,2
4039,O7 Sm2 Ti2,0
4040,Mg0.25 Nb0.49 O3 Pb1 Ti0.26,1
4041,Cl3 Cs1 Ti1,0
4042,Er0.4 Gd1.6 O3,1
4043,Al6 Cu6 Yb1,1
4044,Na1 Nb2 Nd1 O7,0
4045,Al0.04 Cu0.06 F2 Fe1.9 O8 P0.08 Pb1 V1.92,1
4046,Cl2 Hg3 Se2,0
4047,Gd0.049995 Li1.316535 O3.9996 Ti1.63317,1
4048,Rb3 S4 Ta1,0
4049,Ga1 Si1 V6,1
4050,Ge5.1 Mg9,2
4051,Ga1 Ti3,0
4052,La7 Ni3,0
4053,Ce13 N5 Te12,0
4054,La4.0005 Mg27.999 Zn20.0025,0
4055,Al12 Cd6 O48 Si12,3
4056,La1 Li3 P2 S8,0
4057,B2 La0.94 Ru3,2
4058,Ga2 Gd1 Ni1,0
4059,Co0.5 Cu0.5 Hf1 Sn1,1
4060,Eu1 O4 Sc1 Sr1,1
4061,Ag0.639 Au1.361 Te4,1
4062,Ba0.135 Cu1 La1.865 O4.02,1
4063,Ba1 Ga0.18 Sn0.82,1
4064,Ni3 Sm1 Sn2,1
4065,Au2 In1 Ti1,0
4066,Al1.82 Mg1 O4 V0.17,1
4067,Er2 Ru3 Si5,0
4068,Ho1 P2 Pd2,0
4069,Ce1 Ni10 P4,0
4070,Al1 Fe1 S7 Y3,0
4071,C2 Ce1 Th1,1
4072,Eu3 Mg2 O14 Sb3,0
4073,Ce0.2 Mn2 Zr0.8,1
4074,Cl8 Co1 Li6,0
4075,Nb5 S2 Se2,1
4076,Ba1.7 Cu3 O7.23 Pr1.3,3
4077,In2.8 La1 Ni8.2,3
4078,B10 Ni19 Y3,0
4079,Fe4 O9 P2,0
4080,Cu2 Ge4 O13 Sc2,0
4081,Ca1.93 Fe1.07 Mn3 O18 Si5.94,1
4082,B2 Mg0.95545 Ru0.02955,3
4083,Ce0.95 O4 Sr0.05 V1,1
4084,Ga0.91 Mn1.09,1
4085,Ca0.36 Fe0.68 Mg0.32 Na0.64 O6 Si2,1
4086,Cr0.25 Nb1 S2,0
4087,Al1.078 Ca0.833 Fe3.089 O7,1
4088,Mg2 Ni2 O9 Ta2,1
4089,Sc1 Si1 Tb1,1
4090,Ca1 O5 Si1 Sn1,0
4091,Ba2 Cu2.751 Nd1 O6.67,2
4092,Au0.25 Sb0.75,1
4093,Ce1 Si1.9,2
4094,Ir2 Nd1,0
4095,Cr1 F2 Na5 O8 P2,0
4096,Cu2 Si2 Th0.75 U0.25,1
4097,Cd3 Sc1,0
4098,Ag1.24 Ga1.76 Sm1,1
4099,Nb0.5 Ta0.5 Te2,1
4100,Al0.5 Au1 Hf1.5,0
4101,O50 P4 Rh1.036 W12.964,3
4102,Ni2 Si1 Zn1,1
4103,Al0.74 Co1.26 Gd1,1
4104,Co7.5 Fe7.5 Ga2 Y2,1
4105,Al1 Sc1,0
4106,Co0.25 Cu0.5 Se1 Sn0.25,1
4107,P4 V1,0
4108,Na5 O5 Ta1,0
4109,Ba2 Cs1 O15 P5,0
4110,Co1 Cr1 Ta1,1
4111,Co0.1 Nb2 O8 Zn0.9 Zr1,1
4112,Cu0.875 In1 Se2,2
4113,Li2 Pd1,0
4114,K2 Mn2 O9 Si3,0
4115,B5.68 K1,2
4116,Cd4.97 F2 O24 P6 Sr5.03,1
4117,Eu2 I2 O1,0
4118,C1 Ge3 Nd5,0
4119,Fe0.67 Sb2 Zn1.33,1
4120,La1.6 Li6.4 O12 Sr1.4 Ta2,3
4121,Ba0.3 La0.6 Mn0.8 Ni0.2 O3 Pr0.1,1
4122,Bi1 Pd3,0
4123,F1 Mo1 Nd1 O4,0
4124,Bi2 Rh1,0
4125,C1 Cl4 N1 O1 Sb1,0
4126,Nb1 Se2 V0.5,0
4127,Cu1 F1 S1 Sr1,0
4128,Cu0.4 Ge2 Tb1,2
4129,Cu8 Fe2 O21 P4,0
4130,Cr0.74 Cu2.26 La0.82 O8 Sr2.18,3
4131,Fe2 Na0.78 O3,2
4132,Cs1 F6 P1,2
4133,Si1 Zn22.915 Zr6,2
4134,Eu1 Ge3,2
4135,Co0.25 Li1 Mn0.375 Ni0.375 O2,1
4136,Co0.4 Mg1.6 O4 Si1,1
4137,Gd2 Se5 U1,0
4138,Bi1 Cs3,1
4139,As0.1 B5.6 F1.6 Mg12 Mo0.64 O24.4 P0.3 V0.44 W0.25,3
4140,Hg1 O4 S1,0
4141,Fe1 La1 O4 Sr1,3
4142,Co2 Dy0.35 Ho0.35 Tb0.3,1
4143,Fe0.5 Mn1 Nb0.5 O3,1
4144,Br1 Lu1 Mo1 O4,0
4145,Cl1 Zr1,0
4146,Pb1 S3 Sn1,0
4147,Li13 Mn1 O24 Se8,0
4148,Al2 Ca1 O4,0
4149,Mg11 Na3 O36 P9 Sr1,1
4150,Ba5 Mn4 O21 Sm8,0
4151,B1 F13 Sn5,0
4152,B4 K2 O7,0
4153,La4.67 O13 Si3,2
4154,Am0.59 Pu0.41,1
4155,Al0.66 Cr1.2 Ti0.14,1
4156,Au4 Yb5,0
4157,Al3 Br12.2 Cl1.8 Sb7 Se8,1
4158,B1 Ir2 Zn2,0
4159,In2.7 Rh13.3 Sc50,1
4160,Ce13 Zn58,0
4161,Al6 Ca4 O13,0
4162,Al92 Cd68 O384 Si100,3
4163,Ba1.5 Cu3 La1.5 O7.02,3
4164,Cr3.6 In1 Li1 Mn0.4 O8,1
4165,Li7 Mn1 N4,0
4166,C2 Ti1 W1,1
4167,As1 Bi1 Ca2 O6,0
4168,B1 Co14 Gd2,0
4169,Cu1 O7 Pb1 Te2,0
4170,Er7 Rh3,0
4171,F1 Na5 O16 Si4 Tb4,0
4172,Cd3 P2,0
4173,Ir9.12 Si4.88 Y4,1
4174,Ba2 Co1.38 O5.4 Sb0.62,3
4175,F6 Fe2 K1.07,2
4176,Ge1 Pr1 Pt1,1
4177,Cu1 Er5 Pb3 Se11,2
4178,Cu3 Mo1.94 O9 S0.06,1
4179,Ba0.2 Co0.1 Fe0.9 O3 Pr0.8,1
4180,Al0.91 Na1 O8 Si3,3
4181,Ni3 O14 P4 Sr1,0
4182,Pt4 Si5.7 Yb3,3
4183,Ag1 Ga1 Tb1,1
4184,Ba0.1 N1 O3 Si1 Sr1.9,3
4185,As0.279 Ca1.838 Cl1 O12 P2.721 Pb3.162,1
4186,As2 Fe0.75 Ni0.25,1
4187,Ba0.2 Co0.2 Fe0.8 O3 Pr0.8,1
4188,S8 Tl0.77 V6,2
4189,C10 As1 Cl1 Cr2 O10,0
4190,Ir1 O6 Sr4,0
4191,Cl1 Gd1 Mo1 O4,0
4192,In5 Rb1 S8,0
4193,Cl1 Ho1 O4 Sb2,0
4194,Bi1.09 Ge2.37 Te4,3
4195,Ge1 La1 Ti1,0
4196,Ca0.15 Mn1 Nd0.8 O3,3
4197,Ga5.75 La3 Mo0.25 O14,1
4198,Li0.8 O2 Ti1,2
4199,Cs3 I12.52 Mo6 Se1.48,3
4200,Cs4 P6,0
4201,O4 P0.13 Si0.85 Y0.13 Zr0.87,3
4202,Ce4 In0.73 Ru1.27,1
4203,Al1.5 Hf5 Si1.5,1
4204,Cr1.9 Fe0.1 O4 Zn1,1
4205,Co1 Cu1 Si2 U1,1
4206,Lu1 O3 Pr1,0
4207,O4 P1 Sc0.96 Y0.04,1
4208,Co9 Gd1 Si2,0
4209,Al0.16 Ba1 Ca1 Co2.208 O7 Zn1.632,1
4210,Al6 Ge5,0
4211,Li0.67 Na0.69 O8 V3,3
4212,B3 O6 Rb3,0
4213,Al6.08 Li6 O64 Si25.92,3
4214,Cu1 Hg1 P1 S4,2
4215,Cr0.333 Li1.222 Mn0.445 O2,1
4216,B2 Mo0.5 Zr0.5,1
4217,Cu1 S4 Ti1 V1,1
4218,Co0.99 Mn2.01 O4,1
4219,O3 Pr1 Ru1,0
4220,Co0.35 O6.825 Sm1.65 Ti2,3
4221,O8 Ta2 Zn3,0
4222,Ge0.97 In1.03 Se4 Tl0.97,3
4223,Bi0.693 Ca3.093 Mn3 O10,3
4224,Mn12 P7 Tm2,0
4225,B52.23 V0.316,3
4226,F1 Li1,0
4227,Al0.18 Fe0.82,1
4228,In0.1 Sn0.9 Te1,1
4229,N1.31 O1.69 Sr1 W1,1
4230,Ag0.5 In0.5 Tm1,1
4231,Al6 Cu7 Pr1,1
4232,Mn11 Pd21,0
4233,Al1.5 Ca2 Mg0.25 O7 Si1.25,1
4234,Mn1 Rh2 Sn1,0
4235,S4 Sn1 Tl4,0
4236,Ca2.2 Nd7.8 O25.9 Si6,3
4237,Mo6 Ni1.25 Se8,2
4238,K0.32 Mo0.52 O15 V5.48,3
4239, Al1.422 Cr0.474 Fe0.315 Mg0.774 Mn0.003 Ni0.006 O4 Ti0.002 Zn0.002,1
4240,Ba2 Cu3 O6.901 Pr1,2
4241,O20 P4 Ti5,2
4242,Pd1.94 Pt1.21 Sn0.85,1
4243,Ag16 As4 Fe0.53 Hg0.47 S15,1
4244,Cd0.5 Sb1 Zn0.5,1
4245,Fe1.8 Ge2 Mn0.2 Nd1,1
4246,Mg0.4 O3 Ti1 Zn0.6,1
4247,Bi2 O10 S1 Te2,0
4248,As1 Li1 Mn1,0
4249,B1 I3,0
4250,Ge1.43 Se7 Tb3,2
4251,As1 Ni0.5 Rh1.5,1
4252,Ca3 Co1.5 O6 Sc0.5,1
4253,Bi21.94 S1.7 Se15.3 Te6.06,1
4254,Co1 Gd3 Ni1,0
4255,Lu1 Ni1 P1,0
4256,Ca2 Fe1.33 O6 W0.67,1
4257,Al0.4 Fe1.6 U1,1
4258,Au4 Ga7 Gd3,1
4259,Cs1.33 Li0.67 O5 Si2,0
4260,Cs1 O12 P4 Sm1,2
4261,C12 Bi1 Co3 O12,0
4262,La0.65 Mn0.95 O3 Pb0.35 Ti0.05,1
4263,Ba3 F8 O4 V2,1
4264,C1 Cu1 F1 K1 O3,0
4265,C2 Ho2 Re1,0
4266,Al4 Cu0.215 Mg1.785 O18 Si5,1
4267,Ba9 Fe4 Se16,2
4268,Ba1 Bi1 O2.5,0
4269,Ag1 La1,0
4270,B4 F1 Na1 O6,0
4271,Ba2 Cu3 F0.18 O6.72 Y1,3
4272,K2 O3 Zr1,0
4273,Re2 Sc3 Si4,0
4274,Re3 Si5 Sm2,0
4275,B1 Cl20 Cs3 Zr7,0
4276,La2 Sb12 Ti7,2
4277,Pd1 S1 Sb1,0
4278,Ce2 O2 S1,0
4279,As0.87 B2 Mg2 Rh5,2
4280,Cl2 Na1.54 O2 W1,2
4281,Cu1 Ga1 O4 Yb1,3
4282,O6 Ta1.625 Tl1.625 W0.375,3
4283,Cu1 Sc1 Se2,2
4284,Gd2 O7 Sc2 Sr1,0
4285,O3 Pb1 Ti0.03 Zr0.97,3
4286,F4 La2 Se1,0
4287,Ag2 S3 Sm1 Tl1,0
4288,Dy5 Ge3,0
4289,Re1.28 Ru0.72,1
4290,Er1 Ir1.06 Mg0.94,1
4291,Ag0.9 S0.2 Se1.8 Sn1.1,1
4292,Al1.67 Hf1 Pd0.33,1
4293,Fe3.7 Sb12 Sm0.75,2
4294,Ag1.6 Li3.2 Si3.2,1
4295,As4 Br16 Ga4 Hg11,0
4296,C6 Li1,0
4297,C5 Cs1.6 K4.4 Mo3 N5 Re3 S8,1
4298,Ir3 Mg1 Si7,0
4299,Ag1 Bi0.81 Pb0.09 Sb0.1 Se2,1
4300,Al43 Cr4 Tm6,0
4301,Ge1.2 Mn5 Si1.8,1
4302,Ag9 F28 O28 P14,0
4303,Al71 O384 Si121 Zn35.5,3
4304,Al93.38 Cu6.02 Fe24 Si16.27,3
4305,S3 Th2,0
4306,Mg1 S7 Tm4,1
4307,Cr2.751 Ni0.249 S4,1
4308,Ca2 Cd1 O6 Te1,0
4309,Mo15 Pb3 Se19,2
4310,Ba2 Mn1 O6 Te1,0
4311,Al0.4 Cr3 Si0.6,1
4312,Ce0.16 O2 Zr0.84,1
4313,Ag0.01 Bi0.99 Se1,3
4314,Al1 Dy3 Ni1 S7,0
4315,N2 O5,0
